chunk_id,review_id,app_id,name,voted_up,playtime_hours,votes_up,chunk_index,text
730-232762061-0,232762061,730,Counter-Strike 2,False,221.3,0,0,"Because of troll players, wrongful bans resulting in 7-day competitive cooldowns, and players using cheats, this is a garbage game. Don't play it."
730-232409138-0,232409138,730,Counter-Strike 2,False,39.4,0,0,학생시절 카운터스트라이크를 cd로 구매해서 한 기억 때문에 컴퓨터 업글한 이후로 올만에 해볼가 해서 했는데.. 안한지 오래 되서 그런진 몰라도 스트레스가 엄청 쌓일만큼 적응을 못하겠네요. 핵 같아 보이는 사람도 있고 딜레이도 있고..   저에겐 이게임은 가끔 총게임 하고 싶을 때 딱 30분 안으로 하는 정도로 만족해야 할 듯 싶습니다 그 이상 하면 스트레스 쌓이네요
730-227892582-0,227892582,730,Counter-Strike 2,False,244.9,0,0,くそ、ゴミゲームはやめろ ストレスだけがたまり、国家嫌悪が生まれる 改めて言う、やめろ
730-227645561-0,227645561,730,Counter-Strike 2,False,1164.3,0,0,"I have over 1,000 hours in Counter-Strike, and I’ve been playing since the 1.6 days. CS2 is still fun. The better graphics, the familiar gameplay, and the fact that I can still play Counter-Strike on Steam are all great. I still enjoy the game from time to time. But I cannot recommend it. The biggest reason is cheaters. In my experience, there is almost no day where I don’t run into one. You can be having a good match, and then one cheater — whether it’s a wallhacker, aimbotter, or something else — ruins the entire game. At this point, I’m almost used to it, and that is the sad part. The game has reached a point where when someone plays really well, the first reaction is not “wow, that player is good.” It’s “is he cheating?” Players start watching each other, checking movements, suspicious aim, suspicious timing, and trying to figure out whether someone is legit or not. Is that really what a game should feel like? A competitive game should make you want to improve."
730-227645561-1,227645561,730,Counter-Strike 2,False,1164.3,0,1,"You should be able to watch better players and feel motivated. But in CS2, I often feel the opposite. Instead of wanting to get better, I just become suspicious. I still play because Counter-Strike has been part of my gaming life for a long time. Sometimes I just want to shoot, relax, and play something familiar. But as much as I love Counter-Strike, I cannot recommend CS2 to other players in its current state."
730-227569218-0,227569218,730,Counter-Strike 2,False,846.8,0,0,벽보고스트레이핑하는건짱깨특이냐? 쉬발 핵좀잡아 아님 페이스잇 도쿄서버 만들던가 밸브 조루같은년들아
730-230610592-0,230610592,730,Counter-Strike 2,False,84.5,0,0,걍 하지마셈 리뷰여론도 글옵이랑 합쳐져서 긍정적이지 안 합쳐졌으면 복합적이나 부정적이였음 핵도 ㅈㄴ 많고 오히려 사설서버만 밀어주는 밸브임 카스 구작가기엔 보안이 취약하고 글옵은 또 사라졌으니까 걍 카스2 하는거지 프라임사도 헤헤 프리미어에는 핵 없겟지? 생각하면 오산임 걍 스킨땜에 스팀 동접자 1등이지 게임성으로만보면 망겜맞음
730-228930630-0,228930630,730,Counter-Strike 2,False,140.0,0,0,핵이 너무 많음. 5판 돌리면 무조건 2판은 만남. 하루에 2~3판 하는데 전부 만나는 날은 진짜 이겜 내가 왜하나 싶음. 경쟁모드 주로 하는데 나가면 몇시간~하루 경쟁모드 못하는 패널티가 있어서 핵사용자한테 유린 당하는걸 게임사에서 강제함. 그래서 더 스트레스임. ★절대로 구매하지 마시오.★
730-231670003-0,231670003,730,Counter-Strike 2,False,83.6,0,0,상대팀에 핵이 있으면 우리팀에도 호신용으로 하나 꺼내옴 미친새기들임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
730-230619468-0,230619468,730,Counter-Strike 2,False,1213.8,0,0,"이겜을 오래하고 실력을 올리면 결국 핵쟁이에 정이 털리는 순간이 옵니다 몇달 전부터 핵을 쓰면서 피해자들이 게시글에 욕을 하며 그동안 신고를 하든말든 방치하는 벨브덕분에 핵쟁이들이 더욱더 많은 피해자들을 만들고있습니다 도대체 요즘같은 시대에 핵이 이렇게 많은 겜은 첨 봅니다 이정도 메이저게임에서 몇달동안 핵쓰는 놈을 방치하는게 상식적으로 이해가 안됩니다 오윈 페잇? 시발 뭐 겜을 하겠다는데 무슨 사설서버까지 쳐가서 인증까지 해서 핑도높은 겜을 강제로 하게만드는게 맞습니까? 이딴 겜이 어딨습니까? 당신들은 롤,배그,오버워치에서 핵이 너무 많아 경쟁전 솔랭 랭크겜을 못해 따로 사설서버에서 겜을 돌려야한다면 그게 정상입니까? 전에는 핵쟁이를 욕했지만 이제보니 벨브가 병신이였던 거였네요"
730-228539222-0,228539222,730,Counter-Strike 2,False,383.3,0,0,"핵쟁이 새끼들 졸라 많음 특히 중국,러시아,한국 이렇게 3종류로 존나 많고 겜하고 싶으면 따로 그냥 내전하던가 사설 가야함"
730-227850726-0,227850726,730,Counter-Strike 2,False,203.4,1,0,채팅 차단은 왜 안없애서 중국인들 핵 광고를 캐쥬얼 게임 내내 보게 됨 밴이 없어서 추방해도 계속들어와서 핵광고함 뭐하는지 모르겟음 핵광고는 안잡겟다는건가?
570-232773337-0,232773337,570,Dota 2,True,8628.4,0,0,"행동점수 시스템이 너무 불합리해요. 억울하게 신고 당해 점수가 떨어지면 매치 대기 시간이 30분 이상으로 길어지고, 저점 유저끼리만 매치되면서 게임 환경이 더욱 악화됩니다.  고의로 게임 망치는 트롤 유저에 대한 제재도 느리고, 신고 기능이 실효성이 낮아서 멘탈이 자꾸 깨집니다. 게임 자체는 재미있지만 매치 시스템이 발목을 잡고 있어요."
570-231897501-0,231897501,570,Dota 2,True,1245.5,0,0,극한의 뽕맛을 위해 모두가 야스오유저마냥 되어버린 미친 세계선.
570-232773337-0,232773337,570,Dota 2,True,8628.4,0,0,"행동점수 시스템이 너무 불합리해요. 억울하게 신고 당해 점수가 떨어지면 매치 대기 시간이 30분 이상으로 길어지고, 저점 유저끼리만 매치되면서 게임 환경이 더욱 악화됩니다.  고의로 게임 망치는 트롤 유저에 대한 제재도 느리고, 신고 기능이 실효성이 낮아서 멘탈이 자꾸 깨집니다. 게임 자체는 재미있지만 매치 시스템이 발목을 잡고 있어요."
570-231897501-0,231897501,570,Dota 2,True,1245.5,0,0,극한의 뽕맛을 위해 모두가 야스오유저마냥 되어버린 미친 세계선.
570-228770478-0,228770478,570,Dota 2,True,4374.0,0,0,Їбуть чато але можна трошки відбиватись. Рекомендую.
570-232773337-0,232773337,570,Dota 2,True,8628.4,0,0,"행동점수 시스템이 너무 불합리해요. 억울하게 신고 당해 점수가 떨어지면 매치 대기 시간이 30분 이상으로 길어지고, 저점 유저끼리만 매치되면서 게임 환경이 더욱 악화됩니다.  고의로 게임 망치는 트롤 유저에 대한 제재도 느리고, 신고 기능이 실효성이 낮아서 멘탈이 자꾸 깨집니다. 게임 자체는 재미있지만 매치 시스템이 발목을 잡고 있어요."
570-231897501-0,231897501,570,Dota 2,True,1245.5,0,0,극한의 뽕맛을 위해 모두가 야스오유저마냥 되어버린 미친 세계선.
570-228770478-0,228770478,570,Dota 2,True,4374.0,0,0,Їбуть чато але можна трошки відбиватись. Рекомендую.
570-231734066-0,231734066,570,Dota 2,False,76.0,0,0,진짜 컴퓨터 3명이랑 같이 게임을 왜 잡아주는거냐 도타2놈들 일은 존나 안하는거 같네 시발
570-228858445-0,228858445,570,Dota 2,False,3188.9,0,0,패치할떄 뭔짓 한겁니까? 주로 능력조합하는데  스킬선택창이 꺠져서 스킬을 선택할 수가 없잖아요. \ 짜증나서 그냥 탈주할 수 밖에 없었습니다.  30분의 휴식시간 감사합니다.
570-231734066-0,231734066,570,Dota 2,False,76.0,0,0,진짜 컴퓨터 3명이랑 같이 게임을 왜 잡아주는거냐 도타2놈들 일은 존나 안하는거 같네 시발
578080-232041601-0,232041601,578080,PUBG: BATTLEGROUNDS,True,238.7,29,0,김민재 배그 존나 못하네 병신새끼 말만 존나 많이하고 배그 좆도 못하는 새끼 애휴 ㅉㅉ 배그 접어라 그냥 배그 하지마
578080-232310352-0,232310352,578080,PUBG: BATTLEGROUNDS,True,353.7,13,0,"처음 나왔을 때가 고딩이였네요. 용돈 모아서 유료게임 처음으로 사보고, 친구들과 즐겁게 하던 기억이 있습니다.  근데 이 등신들은 아직도 핵을 못잡고 있네요."
578080-232504743-0,232504743,578080,PUBG: BATTLEGROUNDS,True,26.5,4,0,군대갔을 때 짱깨한테 해킹당하고 벤먹음  크래프톤 문의헀지만 안풀어줌  너무 서러움
578080-232634942-0,232634942,578080,PUBG: BATTLEGROUNDS,True,457.9,3,0,솔로는 공포게임이고 맨날맨날 하지만 정말 재미있고 경쟁전은 점수가 시2발  ㅈ 같다
578080-232562619-0,232562619,578080,PUBG: BATTLEGROUNDS,True,187.8,2,0,"가끔씩 하기에 재밌어요.   -개 ㅈ같은 BM -고이다 못해 썩은 고인물 -짱깨 -커마할 맛 안나는 모델링 -핵, 버그 -일부 역겨운 사용자"
578080-232800533-0,232800533,578080,PUBG: BATTLEGROUNDS,True,546.6,1,0,서브컴인데 교전할때 뺴곤 프레임 잘뽑혀요 보니까 CPU 좋아야지 프레임 드랍현상 [병목현상] 이 안심할듯   겜 재밌어요
578080-233906218-0,233906218,578080,PUBG: BATTLEGROUNDS,True,503.7,0,0,친구 없으면 하지마   스킨 지르는거 자기 만족이야 알아서해
578080-233821261-0,233821261,578080,PUBG: BATTLEGROUNDS,True,6676.3,0,0,"수년째 서비스 중이지만 ESP, 에임봇, 하드웨어 핵(DMA)은 여전히 판을 침. 무료화 이후 계정 정지를 먹여도 새 계정으로 바로 복귀하니 제재의 실효성이 전혀 없고, 신고 누적 시스템 탓에 정작 실력 좋은 일반 유저가 무고 밴을 당하고, 진짜 핵 유저는 유유히 빠져나가는 운영이 크리티컬 임."
578080-233818015-0,233818015,578080,PUBG: BATTLEGROUNDS,True,622.2,0,0,"핵만 더 사라지면 좋겟으나 fps 고질병이기 때문에 그렇다치고   다른 인게임 내에서의 업데이트, 신규총기 추가 등의 유저들의 게임 흥미를 높이려고하는 노력이 보이는 게임이기에 매우 강추하고 스킨이나 그런것들 너무 비싸서 아쉬움"
578080-233746296-0,233746296,578080,PUBG: BATTLEGROUNDS,True,715.8,0,0,딴건 모르겠고 미라마 맵 정상화는 언제 처 하는거지?  툭하면 땅속으로 박히고 툭하면 아무것도 없는데 차박고 툭하면 맵 돌사이에 낑기고 그렇다고 딴맵은 괜찮은가? 그건 또 아님 이새끼들은 맵에 관심이 없나?
578080-233591927-0,233591927,578080,PUBG: BATTLEGROUNDS,True,42.4,0,0,많이 나아지고 있고 앞으로도 기대가 됨 단지 하나 걱정이라면 상자를 까서 거기서 다시 상자를 까야 하는 거 이건 정말 좀 별로 다
578080-233482939-0,233482939,578080,PUBG: BATTLEGROUNDS,True,418.3,0,0,"배그는 출시된 지 오래됐어도 대체할 수 있는 게임이 없는 게임임 개 하드함   장점  1.배그의 제일 장점은 총 쏘는 맛임 따른 게임처럼 스킬로 비비는 게 아니라, 탄속이랑 탄낙차 다 계산해서 쏴야 하고 반동도 많이 튐  2.극강의 긴장감 때문에 함  3.이길 때 괜히 기분 좋음  4.유틸 싸움   단점   1.뉴비가 입문하면 겜 하자마자 뒤짐  2.프레임 튀는거 (내가 저사양 컴이라 이건 감수)  도움이 됐으면 평가가 유용합니다 버튼 눌러주면 감사하겠습니다"
578080-233420217-0,233420217,578080,PUBG: BATTLEGROUNDS,True,38.9,0,0,이 게임은 일단 핵이 많고 고인물이 많아서 힘든데 고퀄리티 총게임 이니 고사양 이 여서 글카 2080이라도 끼면 좋을것 같아요
578080-233409414-0,233409414,578080,PUBG: BATTLEGROUNDS,True,80.3,0,0,"문제야 찾으려면 많겠지만, 크래프톤을 이 자리까지 올린 업적 만으로도 존경 받을 만 한 게임입니다."
578080-233332326-0,233332326,578080,PUBG: BATTLEGROUNDS,True,2458.6,0,0,게임 자체는 재미있는게 맞긴함 근데 중국섭이랑 통합되고나서부터 핵이 점차 너무 많아짐 10명중에5명은 무조건핵인 꼴임
578080-233106734-0,233106734,578080,PUBG: BATTLEGROUNDS,True,921.0,0,0,아주 재미있고요 너무오래해서 이제 오래하면 물리긴 하지만 처음하면 이 짜릿함 잊을수가 없습니다 그리고 2중가차는 에바입니다 제가 피해자입니다
578080-233038581-0,233038581,578080,PUBG: BATTLEGROUNDS,True,30.5,0,0,"모바일보다 콜라보도 없어서 그냥 실력으로 싸울수 있어서 좋고 음성채팅도 잘돼서 재밌는데 어뷰징이랑, 핵이랑, 팀킬, 욕설, 신고할때 신고하면 며칠동안 겜 못하게 되고 끝. 이렇게 되는데 처벌 조금 강하게 해주셨으면 좋겠고 캐주얼도 오래할수 있게 해주면 좋을것 같아요"
578080-233036943-0,233036943,578080,PUBG: BATTLEGROUNDS,True,250.7,0,0,게임이 재밌네요 근데 하다가 갑자기 튀어나오는 적들 때문에 깜짝깜짝놀라서 자꾸 설사가 북북 나오네요 제가 원래 괄약근이 좀 약해서 평소에 외출할떄는 기저귀를 챙겨다니는 편입니다만 집에서 보통 게임을 하다보니 신경을 안쓰는데 유독 배틀그라운드할때는 총소리 등등 무서운 소리가 많이 나서 벌써 팬티 5장은 버린거같군요. 후후. 그래도 참 재미있는 게임입니다 혹시 리뷰 보시면 기저귀 지원 해주실 수있을까요?>
578080-233036742-0,233036742,578080,PUBG: BATTLEGROUNDS,True,18.9,0,0,아니... 재밌긴 재밌는데 여친이 너무 못해서 그냥 혼자있을떄만 하려구요 게임자체는 재밌네요 회장님 티비에서 봤는데 잘생겼어요
578080-233016364-0,233016364,578080,PUBG: BATTLEGROUNDS,True,842.8,0,0,대유쾌 마운틴 따거형들  덕분에 중국인들 호감되고 좆 잼민이 남미새 여미새 영포티 때문에 한혐 생김
578080-233015885-0,233015885,578080,PUBG: BATTLEGROUNDS,True,437.9,0,0,[h2][b]🏆도전과제 100% 달성 완료[/b][/h2] [b] 근 10년간 이런 저런 말 참 많았지만  친구들과 함께 가장 대중적으로 재밌게 즐길 수 있는 몇 안되는 배틀로얄/FPS 장르 GOAT [/b]
578080-232815109-0,232815109,578080,PUBG: BATTLEGROUNDS,True,696.0,0,0,팀원 스트레스 안받고 친구들이랑 할수있는 이만한 게임 없습니다. 컴퓨터 바꾸기 전에 그래픽카드 2070인가인거로도 프레임은 적지만 렉없이 돌아갈정도로 최적화도 잘해놨어요
578080-232629098-0,232629098,578080,PUBG: BATTLEGROUNDS,True,59.9,0,0,그냥 재밌다 중국인이 많긴 하지만 친구랑해서 괜찮은것 같다 무료겜인것도 좋다 경쟁전은 돈을 내야하지만 낼만한것 같다
578080-232627829-0,232627829,578080,PUBG: BATTLEGROUNDS,True,45.6,0,0,처음 초보들이 하기가 좀 어려워도 익숙해 지면 재밌는 게임인거 같음
578080-232558813-0,232558813,578080,PUBG: BATTLEGROUNDS,True,42.9,0,0,음 처음할땐 조작법이 조금 어려울순 있으나 하다보면 나만의 꿀 파밍장소를 알게되고   여러모로 설명할 수는 없는 재미를 가진 게임 입니다.
578080-232472311-0,232472311,578080,PUBG: BATTLEGROUNDS,True,19.1,0,0,저는 이 배그를 못하긴 하지만 파밍이나 저격하는게 재미있고 고컬 입니다
578080-232333314-0,232333314,578080,PUBG: BATTLEGROUNDS,True,86.7,0,0,시작한 지 얼마 안됐는데 70시간 넘게한 게임은 발로란트 이후로 처음
